,id,embedding,prediction,ground_truth
3086,40zhf5,"[-0.9943945407867432, -0.9871765375137329, 0.9825626611709595, -0.9538801908493042, -0.8703229427337646, -0.9309824109077454, -0.996579110622406, -0.9885718822479248, -0.8564863801002502, -0.980813205242157]",8.0,9.0
3087,80qsbb,"[-0.993692934513092, -0.9772794246673584, 0.9773645997047424, -0.971339762210846, -0.9878222942352295, -0.9731017351150513, -0.9981696605682373, -0.9900624752044678, -0.8869421482086182, -0.9442505836486816]",8.0,8.0
3088,801qyw,"[-0.9739176630973816, -0.8619500994682312, 0.9570105671882629, -0.9306764006614685, -0.9738453030586243, -0.9754050970077515, -0.8774819374084473, -0.7767585515975952, -0.8981364369392395, -0.9394136667251587]",8.0,7.0
3089,40w5p7,"[-0.9753678441047668, -0.971741795539856, 0.9569162726402283, -0.9000266194343567, -0.939087986946106, -0.9854678511619568, -0.9414390325546265, -0.9781452417373657, -0.9156105518341064, -0.9933521747589111]",8.0,4.0
3090,7zyalr,"[-0.9856112003326416, -0.9789556860923767, 0.9435957074165344, -0.9857072234153748, -0.9934585094451904, -0.9703501462936401, -0.959548830986023, -0.9869586825370789, -0.893201470375061, -0.9378718137741089]",8.0,3.0
3091,40ufqn,"[-0.8664981722831726, -0.8505312204360962, 0.7426745295524597, -0.8908478021621704, -0.8082926273345947, -0.9501445889472961, -0.9877139329910278, -0.9289231300354004, -0.9477888345718384, -0.9780774116516113]",8.0,7.0
3092,7zpn98,"[-0.995394766330719, -0.975162923336029, 0.9753667116165161, -0.9426442980766296, -0.9880906343460083, -0.9669591784477234, -0.9895946979522705, -0.9824045896530151, -0.8083019852638245, -0.9756342768669128]",8.0,5.0
3093,40u3of,"[-0.9956940412521362, -0.9833539128303528, 0.9424124956130981, -0.9933668971061707, -0.9346561431884766, -0.7870932221412659, -0.9855114817619324, -0.9826028347015381, -0.8582568764686584, -0.9766166806221008]",8.0,3.0
3094,7zoa9o,"[-0.9972410202026367, -0.9336487650871277, 0.9888063669204712, -0.9598817229270935, -0.8764680027961731, -0.9762312173843384, -0.9394190311431885, -0.9825381636619568, -0.7457338571548462, -0.9911447763442993]",8.0,0.0
3095,40t4uh,"[-0.9557319283485413, -0.9500204920768738, 0.680533230304718, -0.9739173054695129, -0.9839312434196472, -0.9694064855575562, -0.9398536086082458, -0.9858653545379639, -0.9145826697349548, -0.9841101765632629]",8.0,3.0
3096,7zkjfw,"[-0.9985044002532959, -0.9903312921524048, 0.9485039114952087, -0.9660078287124634, -0.9957024455070496, -0.9780520796775818, -0.9840589165687561, -0.9868667125701904, -0.956773579120636, -0.9930889010429382]",8.0,5.0
3097,40szuh,"[-0.9948108196258545, -0.9896090626716614, 0.9831445813179016, -0.9594107866287231, -0.8908374309539795, -0.9375965595245361, -0.9967055916786194, -0.9895665645599365, -0.8578327894210815, -0.9832140207290649]",8.0,7.0
3098,7zfwqz,"[-0.9771749377250671, -0.9542155861854553, 0.8986753821372986, -0.9561650156974792, -0.9253305196762085, -0.8729245066642761, -0.9958109259605408, -0.9822703003883362, -0.9806913137435913, -0.9432747960090637]",8.0,7.0
3099,40si6b,"[-0.9454693794250488, -0.9614564180374146, 0.779622495174408, -0.9325107932090759, -0.9741151928901672, -0.9814215302467346, -0.950027585029602, -0.9322492480278015, -0.8722638487815857, -0.9120550751686096]",8.0,3.0
3100,7z9vit,"[-0.9977574348449707, -0.9937236905097961, 0.9502965807914734, -0.9708277583122253, -0.9735823273658752, -0.9911126494407654, -0.9985851049423218, -0.9979680180549622, -0.9646018743515015, -0.9923123121261597]",8.0,8.0
3101,40qf2g,"[-0.8769053220748901, -0.9834685921669006, 0.8051798939704895, -0.782690703868866, -0.8884609937667847, -0.9013939499855042, -0.985409140586853, -0.9605602622032166, -0.9363107681274414, -0.9765720963478088]",8.0,5.0
3102,7yyeyz,"[-0.9574346542358398, -0.9660009145736694, 0.9451906085014343, -0.9657410979270935, -0.9876744747161865, -0.9882601499557495, -0.9768468737602234, -0.9768650531768799, -0.8472840189933777, -0.9827579259872437]",8.0,4.0
3103,40pewu,"[-0.985320508480072, -0.9571977257728577, 0.8319383263587952, -0.9787976145744324, -0.9437927007675171, -0.9540508985519409, -0.9860667586326599, -0.9814916849136353, -0.894855260848999, -0.9801708459854126]",8.0,2.0
3104,7yw0il,"[-0.988827109336853, -0.9813294410705566, 0.9595063328742981, -0.9935808181762695, -0.9581177234649658, -0.9950428009033203, -0.9874864816665649, -0.9972633123397827, -0.9088074564933777, -0.9914491772651672]",8.0,0.0
3105,40oswp,"[-0.9877145886421204, -0.9768854379653931, 0.9287666082382202, -0.9885136485099792, -0.9305188655853271, -0.9506338238716125, -0.9954472184181213, -0.9840279817581177, -0.9506059288978577, -0.9695216417312622]",8.0,9.0
3106,892tcs,"[-0.9804056882858276, -0.943244457244873, 0.9226723313331604, -0.97625333070755, -0.9679334163665771, -0.9438832402229309, -0.9821639657020569, -0.984043300151825, -0.8665773272514343, -0.9823124408721924]",8.0,7.0
3107,40oj1o,"[-0.9929210543632507, -0.9350215196609497, 0.9545904994010925, -0.9799182415008545, -0.9808101058006287, -0.99080890417099, -0.9922277331352234, -0.9959495067596436, -0.8702268004417419, -0.9876678586006165]",8.0,0.0
3108,8923mq,"[-0.974357008934021, -0.8627556562423706, 0.9393825531005859, -0.9580121040344238, -0.9584289193153381, -0.9341117143630981, -0.7828141450881958, -0.9540968537330627, -0.9156018495559692, -0.9096028208732605]",8.0,9.0
3109,40oheq,"[-0.9729865193367004, -0.8782955408096313, 0.9675169587135315, -0.8602027893066406, -0.9673883318901062, -0.9768850207328796, -0.9610545635223389, -0.9927027225494385, -0.8919503092765808, -0.9588823914527893]",8.0,9.0
3110,88wr9b,"[-0.998234748840332, -0.9762645363807678, 0.9014055728912354, -0.9982476234436035, -0.9837067127227783, -0.9953382015228271, -0.997280478477478, -0.9985746145248413, -0.9768088459968567, -0.9904643297195435]",8.0,2.0
3111,40mblt,"[-0.9971433281898499, -0.9869266152381897, 0.9402309060096741, -0.9904746413230896, -0.9678159952163696, -0.9725744128227234, -0.9660340547561646, -0.9820152521133423, -0.838726282119751, -0.9799290299415588]",8.0,3.0
3112,88uuor,"[-0.9933974742889404, -0.9880183935165405, 0.9128655195236206, -0.9947263598442078, -0.8668316602706909, -0.9417300224304199, -0.9977564215660095, -0.998024582862854, -0.796254575252533, -0.9622094035148621]",8.0,3.0
3113,40lkdx,"[-0.9931000471115112, -0.9802606701850891, 0.9124251008033752, -0.9334353804588318, -0.9484182000160217, -0.9085088968276978, -0.9865661263465881, -0.996001660823822, -0.9623949527740479, -0.995485246181488]",8.0,1.0
3114,88r5gk,"[-0.9815143942832947, -0.9396135807037354, 0.925037682056427, -0.8903000354766846, -0.9880267381668091, -0.9939622282981873, -0.8149064779281616, -0.9659896492958069, -0.8196902275085449, -0.9620924592018127]",8.0,5.0
3115,40l1ts,"[-0.9900335073471069, -0.9635373950004578, 0.558085024356842, -0.9836907982826233, -0.9773885011672974, -0.9783582091331482, -0.98970627784729, -0.9726322293281555, -0.9361793398857117, -0.9863853454589844]",8.0,7.0
3116,88ngap,"[-0.9736928343772888, -0.9806315898895264, 0.6269910335540771, -0.9056732654571533, -0.981061577796936, -0.9836140871047974, -0.8719103932380676, -0.9498327970504761, -0.935940682888031, -0.9762389063835144]",8.0,4.0
3117,40ilkf,"[-0.9589805006980896, -0.90056973695755, 0.8641095161437988, -0.976525604724884, -0.9875764846801758, -0.9929826259613037, -0.9703210592269897, -0.989894688129425, -0.9254598021507263, -0.9344181418418884]",8.0,8.0
3118,885fk3,"[-0.9599176645278931, -0.9579108953475952, 0.8820815682411194, -0.9378225207328796, -0.9430564045906067, -0.8959046602249146, -0.9652742743492126, -0.9868097305297852, -0.9213224649429321, -0.9745578765869141]",8.0,0.0
3119,40hmxd,"[-0.9742466807365417, -0.9843195080757141, 0.9650877118110657, -0.9071210622787476, -0.9549746513366699, -0.9872092008590698, -0.9715850353240967, -0.9731904864311218, -0.8798670172691345, -0.97031569480896]",8.0,9.0
3120,87z9wi,"[-0.972979724407196, -0.8391181230545044, 0.9769421219825745, -0.9484555125236511, -0.9885477423667908, -0.9644058346748352, -0.9816082715988159, -0.9598840475082397, -0.9122514724731445, -0.8854125738143921]",8.0,8.0
3121,40hcnw,"[-0.9510884881019592, -0.914788544178009, 0.9196578860282898, -0.9917506575584412, -0.9674730896949768, -0.9719340205192566, -0.9575029611587524, -0.9824888110160828, -0.725167989730835, -0.9344630241394043]",8.0,2.0
3122,87tp1m,"[-0.952915370464325, -0.9160838723182678, 0.6506109237670898, -0.9560606479644775, -0.7680129408836365, -0.8757763504981995, -0.9760332107543945, -0.9964712262153625, -0.9145862460136414, -0.9701399207115173]",8.0,5.0
3123,46wlup,"[-0.977026641368866, -0.9668031930923462, 0.8857752680778503, -0.9512858390808105, -0.9376349449157715, -0.9719117879867554, -0.985280454158783, -0.9874343872070312, -0.8987066745758057, -0.9440263509750366]",8.0,8.0
3124,87s0uv,"[-0.9928519129753113, -0.9820230603218079, 0.9835780262947083, -0.9856957197189331, -0.9912102222442627, -0.9820658564567566, -0.987588107585907, -0.9848501682281494, -0.8138647675514221, -0.9771225452423096]",8.0,7.0
3125,46vyog,"[-0.941368043422699, -0.9608822464942932, 0.9627105593681335, -0.9333992004394531, -0.9071689248085022, -0.8928787708282471, -0.9169583916664124, -0.9015052318572998, -0.6700351238250732, -0.9286561012268066]",8.0,5.0
3126,87n3bj,"[-0.952613890171051, -0.9662675857543945, 0.9347200989723206, -0.9918087124824524, -0.9846065044403076, -0.9753578305244446, -0.9483477473258972, -0.9430826306343079, -0.8132873773574829, -0.938925564289093]",8.0,9.0
3127,46u7lm,"[-0.9713692665100098, -0.9886775016784668, 0.8818862438201904, -0.9693540334701538, -0.9796343445777893, -0.9630038738250732, -0.9953858852386475, -0.991807222366333, -0.9401670694351196, -0.9809446334838867]",8.0,1.0
3128,87lro1,"[-0.8566675782203674, -0.9575211405754089, 0.8283649682998657, -0.8683984875679016, -0.791853129863739, -0.8475640416145325, -0.932420015335083, -0.9357580542564392, -0.8730361461639404, -0.9484951496124268]",8.0,5.0
3129,87j0rp,"[-0.9925220608711243, -0.99674391746521, 0.9870434999465942, -0.9739392399787903, -0.9411423802375793, -0.930024266242981, -0.9867132306098938, -0.997122585773468, -0.718021035194397, -0.9370844960212708]",8.0,5.0
3130,46tev5,"[-0.9724741578102112, -0.8555665016174316, 0.9321668744087219, -0.9547210931777954, -0.9568027853965759, -0.9323799014091492, -0.7671344876289368, -0.9477488994598389, -0.9086170792579651, -0.9048011898994446]",8.0,2.0
3131,87daep,"[-0.8501401543617249, -0.8349553346633911, 0.6992039680480957, -0.7711966037750244, -0.8914050459861755, -0.6569158434867859, -0.774594783782959, -0.8400984406471252, -0.81194007396698, -0.83371502161026]",8.0,3.0
3132,46te7e,"[-0.9931604862213135, -0.978820264339447, 0.9845470190048218, -0.9947723746299744, -0.9826568961143494, -0.9789327383041382, -0.9685885310173035, -0.993443489074707, -0.9095834493637085, -0.9828898906707764]",8.0,9.0
3133,87cpjc,"[-0.9599176645278931, -0.9579108953475952, 0.8820815682411194, -0.9378225207328796, -0.9430564045906067, -0.8959046602249146, -0.9652742743492126, -0.9868097305297852, -0.9213224649429321, -0.9745578765869141]",8.0,3.0
3134,87axtn,"[-0.9950054883956909, -0.9897880554199219, 0.9830434322357178, -0.959812581539154, -0.8869286775588989, -0.9401206374168396, -0.9966152310371399, -0.9892127513885498, -0.853678286075592, -0.9840436577796936]",8.0,0.0
3135,46nu5u,"[-0.9756708145141602, -0.9231580495834351, 0.8317955732345581, -0.9281730651855469, -0.9649952054023743, -0.8230275511741638, -0.8532741069793701, -0.9559887051582336, -0.8787854909896851, -0.8759837746620178]",8.0,9.0
3136,87734k,"[-0.9899802207946777, -0.9294290542602539, 0.7151913046836853, -0.9909487366676331, -0.940276026725769, -0.944145679473877, -0.9743698239326477, -0.9905299544334412, -0.8456783890724182, -0.931083619594574]",8.0,5.0
3137,46n4vy,"[-0.9507776498794556, -0.9903128147125244, 0.8141237497329712, -0.9303820133209229, -0.9453810453414917, -0.9855882525444031, -0.958121657371521, -0.9813927412033081, -0.9453462362289429, -0.9885903596878052]",8.0,5.0
3138,875wre,"[-0.9921801090240479, -0.99068683385849, 0.9094122052192688, -0.9911136031150818, -0.9880533814430237, -0.9964392781257629, -0.930827260017395, -0.9967625141143799, -0.9805953502655029, -0.9802873134613037]",8.0,1.0
3139,46n4dt,"[-0.9847057461738586, -0.9568405747413635, 0.9376636147499084, -0.9808447360992432, -0.9732971787452698, -0.9533336162567139, -0.9849964380264282, -0.9896737337112427, -0.887618899345398, -0.9864364266395569]",8.0,5.0
3140,86ycg0,"[-0.9835156202316284, -0.9939088225364685, 0.9869694709777832, -0.9900926351547241, -0.932967483997345, -0.9510825276374817, -0.9910034537315369, -0.981147825717926, -0.7041784524917603, -0.9865989089012146]",8.0,1.0
3141,46mow2,"[-0.9816455841064453, -0.8979699611663818, 0.9752019643783569, -0.9905053973197937, -0.9475774168968201, -0.9857369661331177, -0.9910877346992493, -0.9626304507255554, -0.8992938995361328, -0.9593069553375244]",8.0,8.0
3142,86f0bw,"[-0.993511974811554, -0.9769156575202942, 0.9766842126846313, -0.9708470702171326, -0.9879779815673828, -0.9724627733230591, -0.9981716871261597, -0.9902297258377075, -0.8861332535743713, -0.9441194534301758]",8.0,8.0
3143,46gp5f,"[-0.9511611461639404, -0.8613526821136475, 0.8243370652198792, -0.953600287437439, -0.6783074736595154, -0.6986356377601624, -0.993934690952301, -0.9224019050598145, -0.5344570875167847, -0.9712706208229065]",8.0,8.0
3144,85o9tv,"[-0.9465317130088806, -0.9772444367408752, 0.6856328248977661, -0.9935139417648315, -0.9188961982727051, -0.9655696153640747, -0.9786124229431152, -0.985127866268158, -0.8664524555206299, -0.9847288727760315]",8.0,0.0
3145,46f4bv,"[-0.9563771486282349, -0.9914860129356384, 0.8229959607124329, -0.9373990297317505, -0.9491850137710571, -0.9866935014724731, -0.9593737721443176, -0.9820658564567566, -0.9444040656089783, -0.9894576668739319]",8.0,4.0
3146,85jr5j,"[-0.995604932308197, -0.9799914360046387, 0.9449576139450073, -0.9933710098266602, -0.9795339107513428, -0.9925569891929626, -0.9936771988868713, -0.9907585382461548, -0.9551348090171814, -0.9857956767082214]",8.0,9.0
3147,46cu4o,"[-0.9961153268814087, -0.9287055134773254, 0.9705471396446228, -0.9629156589508057, -0.975252628326416, -0.9746906757354736, -0.9743708372116089, -0.972868800163269, -0.963150143623352, -0.9917389750480652]",8.0,9.0
3148,85d1xz,"[-0.9377010464668274, -0.8362719416618347, 0.9392333030700684, -0.9798052906990051, -0.9554356932640076, -0.9956560134887695, -0.9633577466011047, -0.9922217726707458, -0.9473198056221008, -0.8962442874908447]",8.0,0.0
3149,46cgwr,"[-0.9889525771141052, -0.9905741810798645, 0.8082154393196106, -0.933588981628418, -0.943199634552002, -0.9242970943450928, -0.9818776845932007, -0.9396934509277344, -0.9664198160171509, -0.9907976388931274]",8.0,9.0
3150,85c6yi,"[-0.9950346350669861, -0.9656580686569214, 0.9247249364852905, -0.9483959674835205, -0.9748347997665405, -0.897705078125, -0.9641945362091064, -0.951232373714447, -0.8533942103385925, -0.9653261303901672]",8.0,7.0
3151,46c33j,"[-0.9164478182792664, -0.9210841059684753, 0.8386472463607788, -0.9762086868286133, -0.907730221748352, -0.9201514720916748, -0.9153411388397217, -0.9212283492088318, -0.6983022093772888, -0.8957542777061462]",8.0,8.0
3152,857w8y,"[-0.9913510084152222, -0.9723740220069885, 0.8511849045753479, -0.9895215034484863, -0.9546250700950623, -0.9316567778587341, -0.9945136904716492, -0.9901566505432129, -0.9402724504470825, -0.9780518412590027]",8.0,9.0
3153,46aamt,"[-0.9250562787055969, -0.8693169355392456, 0.8871489763259888, -0.8719226717948914, -0.8845224976539612, -0.8866584300994873, -0.9598338603973389, -0.9425349235534668, -0.8607742190361023, -0.9080075025558472]",8.0,2.0
3154,85791x,"[-0.9893614649772644, -0.9624720215797424, 0.7536813020706177, -0.9454525709152222, -0.9266537427902222, -0.9536406397819519, -0.9954720139503479, -0.9455733895301819, -0.9360677003860474, -0.9263144135475159]",8.0,8.0
3155,46a9gv,"[-0.9892246127128601, -0.9853114485740662, 0.7306731939315796, -0.9845927357673645, -0.9870561957359314, -0.9836370348930359, -0.9534984230995178, -0.9977903366088867, -0.9053990244865417, -0.994250476360321]",8.0,9.0
3156,854lew,"[-0.9669302105903625, -0.8057897686958313, 0.9728459119796753, -0.9394883513450623, -0.9861429929733276, -0.9616947174072266, -0.9767584800720215, -0.9489972591400146, -0.8964775204658508, -0.8608033657073975]",8.0,9.0
3157,468n9p,"[-0.9957244396209717, -0.9760227203369141, 0.9441467523574829, -0.9924732446670532, -0.9765369296073914, -0.9919588565826416, -0.9940385818481445, -0.9911631345748901, -0.9578434228897095, -0.9833674430847168]",8.0,8.0
3158,851n2t,"[-0.8838980197906494, -0.9771334528923035, 0.9739130139350891, -0.9155292510986328, -0.9652075171470642, -0.9800527691841125, -0.9374397993087769, -0.9410709738731384, -0.7142751216888428, -0.9561510682106018]",8.0,2.0
3159,465y6s,"[-0.9694786667823792, -0.9793210625648499, 0.8603287935256958, -0.9458396434783936, -0.9764241576194763, -0.9576497673988342, -0.9768194556236267, -0.9861980676651001, -0.9199028611183167, -0.988587498664856]",8.0,9.0
3160,84f1nr,"[-0.9743943810462952, -0.9610723257064819, 0.8817706108093262, -0.8796001076698303, -0.907795250415802, -0.8693804144859314, -0.9346601963043213, -0.881725549697876, -0.7792368531227112, -0.9807506203651428]",8.0,9.0
3161,4654mb,"[-0.979633092880249, -0.9721193313598633, 0.9842221736907959, -0.9732593297958374, -0.9631111025810242, -0.9703283309936523, -0.9199936389923096, -0.8146287798881531, -0.95049649477005, -0.9897039532661438]",8.0,3.0
3162,849emk,"[-0.9564275741577148, -0.9914976358413696, 0.8231666684150696, -0.9374549984931946, -0.9492565989494324, -0.9866985082626343, -0.9594371318817139, -0.982090175151825, -0.9444619417190552, -0.9894702434539795]",8.0,3.0
3163,464fqg,"[-0.996681272983551, -0.9916531443595886, 0.985644519329071, -0.955329179763794, -0.9877405762672424, -0.9164270162582397, -0.9719882607460022, -0.963294267654419, -0.9608253240585327, -0.9861687421798706]",8.0,9.0
3164,8455e2,"[-0.9827909469604492, -0.9494306445121765, 0.9238526225090027, -0.9774897694587708, -0.968192994594574, -0.9515096545219421, -0.9812111854553223, -0.98600172996521, -0.8655319213867188, -0.9840314388275146]",8.0,7.0
3165,840kts,"[-0.9772788286209106, -0.9349679946899414, 0.8036018013954163, -0.7909998297691345, -0.9407572746276855, -0.9269244074821472, -0.8975064754486084, -0.958562970161438, -0.9166913032531738, -0.9313538074493408]",8.0,9.0
3166,463waf,"[-0.9920221567153931, -0.9853783845901489, 0.9711289405822754, -0.9831212759017944, -0.9573003053665161, -0.9760074019432068, -0.9474570155143738, -0.9841477870941162, -0.9341340661048889, -0.9691852927207947]",8.0,9.0
3167,8ec9us,"[-0.9915760159492493, -0.9817195534706116, 0.9947360157966614, -0.9791389107704163, -0.9855651259422302, -0.9863184690475464, -0.9908791184425354, -0.9680103063583374, -0.8341946005821228, -0.9887704849243164]",8.0,8.0
3168,4638rs,"[-0.9780914187431335, -0.9704219698905945, 0.9830188155174255, -0.9718348979949951, -0.9621295928955078, -0.9695696234703064, -0.9155000448226929, -0.7975946664810181, -0.9469960331916809, -0.9891862273216248]",8.0,8.0
3169,8eb7nn,"[-0.9899290204048157, -0.9846295714378357, 0.8967987895011902, -0.996418833732605, -0.9245150685310364, -0.9569704532623291, -0.9953498840332031, -0.9616678357124329, -0.6577354073524475, -0.9771486520767212]",8.0,9.0
3170,45ywtx,"[-0.9735965132713318, -0.8567315936088562, 0.9559087157249451, -0.9286488890647888, -0.972541093826294, -0.974944531917572, -0.8764569759368896, -0.7708606719970703, -0.8978843688964844, -0.9383528232574463]",8.0,8.0
3171,8e97iw,"[-0.967961847782135, -0.9605396389961243, 0.9481392502784729, -0.98464035987854, -0.9549346566200256, -0.9848079085350037, -0.9757853746414185, -0.9817843437194824, -0.8563714027404785, -0.9271381497383118]",8.0,8.0
3172,45y8rp,"[-0.9874946475028992, -0.9717264175415039, 0.9546266794204712, -0.9406373500823975, -0.9862487316131592, -0.9656687378883362, -0.9856271743774414, -0.9610512852668762, -0.9176294803619385, -0.9780818223953247]",8.0,7.0
3173,8e6oti,"[-0.9685207605361938, -0.6282732486724854, 0.46277400851249695, -0.9640810489654541, -0.9944590926170349, -0.9514956474304199, -0.8004767298698425, -0.9918861389160156, -0.9942647814750671, -0.9260727763175964]",8.0,9.0
3174,45y6sa,"[-0.9691322445869446, -0.9859533905982971, 0.9916961789131165, -0.9638314843177795, -0.935889720916748, -0.9723986387252808, -0.9623384475708008, -0.9590772986412048, -0.7559719681739807, -0.9919633865356445]",8.0,8.0
3175,8e4br6,"[-0.9948610663414001, -0.9894956946372986, 0.9832479953765869, -0.9595017433166504, -0.8866657614707947, -0.9386364221572876, -0.9966427087783813, -0.9894987344741821, -0.8564333915710449, -0.9833655953407288]",8.0,9.0
3176,45xoj7,"[-0.9902118444442749, -0.9498846530914307, 0.9302958846092224, -0.9413166046142578, -0.988332211971283, -0.9686517119407654, -0.9575231075286865, -0.9426059722900391, -0.5751297473907471, -0.9324731826782227]",8.0,9.0
3177,8e0q3h,"[-0.9936020970344543, -0.9765771627426147, 0.9842941164970398, -0.9790840148925781, -0.9743515849113464, -0.9613240957260132, -0.979420006275177, -0.9274656772613525, -0.9761119484901428, -0.9923548698425293]",8.0,8.0
3178,45we9o,"[-0.9657337665557861, -0.8761269450187683, 0.9742674231529236, -0.979985773563385, -0.8862059116363525, -0.9896223545074463, -0.9734629988670349, -0.9880338907241821, -0.8315898776054382, -0.9352390766143799]",8.0,2.0
3179,8dxote,"[-0.9779651761054993, -0.977002739906311, 0.983183741569519, -0.9273580312728882, -0.7653251886367798, -0.9587346315383911, -0.9633059501647949, -0.9946779608726501, -0.6290263533592224, -0.9602535963058472]",8.0,0.0
3180,45ur5g,"[-0.9616063833236694, -0.964371383190155, 0.8883917331695557, -0.8956086039543152, -0.9464054703712463, -0.9489489793777466, -0.9425695538520813, -0.9052424430847168, -0.7544636130332947, -0.9120523929595947]",8.0,2.0
3181,8dmgda,"[-0.991530179977417, -0.9281070232391357, 0.9085133075714111, -0.9794442653656006, -0.9953439235687256, -0.9838745594024658, -0.9195037484169006, -0.9788601994514465, -0.5129743814468384, -0.9673681855201721]",8.0,8.0
3182,45t7t4,"[-0.9945612549781799, -0.9831414222717285, 0.876064658164978, -0.9394369125366211, -0.984306812286377, -0.9790189862251282, -0.9860695004463196, -0.9851463437080383, -0.9757127165794373, -0.9860676527023315]",8.0,6.0
3183,8di5yf,"[-0.9778395891189575, -0.8958353400230408, 0.7547249794006348, -0.9250260591506958, -0.9917583465576172, -0.9145795106887817, -0.8428725004196167, -0.8864864706993103, -0.6018664240837097, -0.972768247127533]",8.0,3.0
3184,45spxv,"[-0.7445732355117798, -0.9453443884849548, 0.9529452323913574, -0.9460223317146301, -0.9394094347953796, -0.9597170352935791, -0.964823842048645, -0.9157066345214844, -0.926445484161377, -0.8883969187736511]",8.0,8.0
3185,8dc3ua,"[-0.9941399693489075, -0.9922736883163452, 0.9577006697654724, -0.9768711924552917, -0.8076730966567993, -0.9737513661384583, -0.9962801337242126, -0.9909184575080872, -0.9187365174293518, -0.9876811504364014]",8.0,8.0
3186,45ohht,"[-0.9463271498680115, -0.9932312369346619, 0.9473739862442017, -0.9687643647193909, -0.9794420599937439, -0.9860265254974365, -0.9905829429626465, -0.9898833632469177, -0.9888842105865479, -0.9801788926124573]",8.0,8.0
3187,8d5zgr,"[-0.9930739402770996, -0.9645134806632996, 0.9891726970672607, -0.9691979289054871, -0.9836782813072205, -0.9896644949913025, -0.9756093621253967, -0.9865750074386597, -0.8724780678749084, -0.9454984664916992]",8.0,0.0
3188,45oea1,"[-0.9709653854370117, -0.9396616816520691, 0.9800341129302979, -0.9748655557632446, -0.9095001220703125, -0.9769595861434937, -0.8779541850090027, -0.9839335680007935, -0.9082093238830566, -0.9384795427322388]",8.0,8.0
3189,8d5x3p,"[-0.9563227891921997, -0.9914757013320923, 0.8227081298828125, -0.9373263716697693, -0.9491339325904846, -0.9866885542869568, -0.9593022465705872, -0.9820470213890076, -0.9443504214286804, -0.989447832107544]",8.0,9.0
3190,45kexy,"[-0.9718630313873291, -0.9678174257278442, 0.9528926014900208, -0.9867804646492004, -0.9610694646835327, -0.9866456985473633, -0.9773438572883606, -0.9849371314048767, -0.8629265427589417, -0.9383103251457214]",8.0,2.0
3191,8d50hm,"[-0.9842296838760376, -0.970700204372406, 0.9534465074539185, -0.9951465725898743, -0.9944885969161987, -0.9845263957977295, -0.9948310852050781, -0.9971192479133606, -0.9493582844734192, -0.97639399766922]",8.0,5.0
3192,45g6lk,"[-0.9878242015838623, -0.9780277013778687, 0.7470736503601074, -0.9462302327156067, -0.9710717797279358, -0.9525517821311951, -0.9664140343666077, -0.991219699382782, -0.9308732151985168, -0.9063631892204285]",8.0,9.0
3193,8cuhia,"[-0.9464663863182068, -0.9750660061836243, 0.6843386888504028, -0.9930726885795593, -0.9132878184318542, -0.9643062353134155, -0.9790703058242798, -0.9852433204650879, -0.8694557547569275, -0.9836709499359131]",8.0,1.0
3194,45fjzf,"[-0.9781065583229065, -0.9502416849136353, 0.8610801696777344, -0.9372114539146423, -0.925167441368103, -0.6082979440689087, -0.9911888837814331, -0.9078723788261414, -0.8397313356399536, -0.9613456726074219]",8.0,8.0
3195,8crrzk,"[-0.990074872970581, -0.9801445007324219, 0.9163305759429932, -0.9966796040534973, -0.9480909109115601, -0.9600340723991394, -0.9930459856987, -0.9942796230316162, -0.8793510794639587, -0.9669269919395447]",8.0,8.0
3196,45ev45,"[-0.9937693476676941, -0.9777815341949463, 0.9776140451431274, -0.9717915654182434, -0.9880935549736023, -0.9732772707939148, -0.9981967806816101, -0.9903878569602966, -0.8885630369186401, -0.9450480937957764]",8.0,9.0
3197,8cqu6w,"[-0.934308648109436, -0.9644647836685181, 0.870352566242218, -0.7746773362159729, -0.9202654957771301, -0.9324323534965515, -0.9458780288696289, -0.9736790060997009, -0.8141442537307739, -0.9720573425292969]",8.0,1.0
3198,45cgye,"[-0.9419533610343933, -0.9743274450302124, 0.83521968126297, -0.9701216816902161, -0.9808792471885681, -0.9711343050003052, -0.9467763900756836, -0.9804091453552246, -0.688001811504364, -0.979806661605835]",8.0,9.0
3199,8cibjh,"[-0.9874310493469238, -0.9901695847511292, 0.9833512306213379, -0.965519905090332, -0.9729540944099426, -0.8622400164604187, -0.9861780405044556, -0.9534723162651062, -0.7758802175521851, -0.9725525379180908]",8.0,9.0
3200,45al54,"[-0.9406699538230896, -0.9559302926063538, 0.8754069209098816, -0.9414729475975037, -0.9592356085777283, -0.9402788877487183, -0.9433912634849548, -0.9636737108230591, -0.575776994228363, -0.9244568943977356]",8.0,0.0
3201,8c50qj,"[-0.9148227572441101, -0.9888123273849487, 0.7823936939239502, -0.9429226517677307, -0.9859215021133423, -0.9570569396018982, -0.8849716186523438, -0.9613451361656189, -0.9411824941635132, -0.9573173522949219]",8.0,9.0
3202,459gmm,"[-0.9658713340759277, -0.9917927980422974, 0.6999316811561584, -0.9759730100631714, -0.9736769795417786, -0.8840603828430176, -0.9631699323654175, -0.9661185145378113, -0.6076312065124512, -0.9718655347824097]",8.0,9.0
3203,8c0s8m,"[-0.9757882952690125, -0.9643096923828125, 0.8827775716781616, -0.948866069316864, -0.9352549910545349, -0.9709852933883667, -0.984967052936554, -0.9870175719261169, -0.8960928320884705, -0.9425206184387207]",8.0,5.0
