,id,embedding,prediction,ground_truth
640,3c56m4,"[-0.018407775089144707, -0.19858770072460175, 0.06891697645187378, -0.21726097166538239, -0.009443179704248905, -0.23293285071849823, 0.24559356272220612, 0.10676851868629456, -0.21977925300598145, 0.3861021101474762]",0,0
641,3c17ld,"[0.08656108379364014, 0.3752782344818115, 0.04418162629008293, 0.14441514015197754, 0.09315226972103119, -0.02838495559990406, 0.10214769840240479, 0.22779662907123566, -0.21759745478630066, -0.7561805844306946]",2,1
642,3c10sm,"[0.05810236558318138, -0.1007123813033104, 0.11459684371948242, 0.004613133147358894, -0.16693633794784546, 0.15880940854549408, -0.12726759910583496, -0.12094658613204956, -0.4057995676994324, 0.05233677104115486]",2,2
643,3c0is0,"[0.09236987680196762, -0.3293846845626831, -0.03609292954206467, 0.06529738754034042, 0.31618425250053406, -0.4196220636367798, -0.05661921948194504, 0.17052648961544037, -0.1739623099565506, 0.07788244634866714]",2,2
644,3c094w,"[-0.3380694091320038, -0.14453576505184174, 0.077523373067379, -0.002844451926648617, -0.03665895760059357, -0.052181653678417206, 0.09062418341636658, -0.033036816865205765, -0.1844596415758133, -0.17893332242965698]",2,2
645,3bz5hv,"[0.41996023058891296, 0.23437362909317017, -0.11460504680871964, -0.1095760390162468, 0.20057231187820435, -0.015095620416104794, 0.2516339123249054, 0.10350777953863144, -0.5451168417930603, -0.1090172827243805]",2,2
646,3bwwv2,"[-0.052681565284729004, -0.15896545350551605, 0.10540993511676788, -0.16624516248703003, 0.037881117314100266, -0.01918926276266575, -0.26046282052993774, -0.24219754338264465, -0.10350686311721802, 0.31743282079696655]",1,1
647,3btkm5,"[-0.18508346378803253, -0.05180203914642334, -0.32901594042778015, 0.271420419216156, 0.23691773414611816, -0.049828968942165375, -0.049848102033138275, 0.23382799327373505, -0.15331335365772247, -0.13468313217163086]",2,1
648,3bse3v,"[-0.5863978266716003, -0.0499141663312912, -0.23476725816726685, -0.1126883402466774, -0.09506534039974213, 0.008733353577554226, -0.11537374556064606, 0.09432569891214371, 0.11267561465501785, 0.05836937576532364]",1,1
649,3brhdn,"[-0.29560211300849915, -0.040630899369716644, 0.015272276476025581, -0.18945561349391937, 0.49978509545326233, -0.21498660743236542, -0.0334792397916317, -0.06368838995695114, -0.2127957046031952, 0.12382889539003372]",2,1
650,3bqdet,"[-0.37720805406570435, -0.04597225412726402, 0.04625977948307991, -0.01652252860367298, 0.021449724212288857, -0.17601172626018524, -0.11273516714572906, -0.0933137983083725, 0.002408580854535103, 0.19172735512256622]",2,1
651,3bp2ud,"[-0.015129324980080128, 0.006704662460833788, -0.26532894372940063, -0.13831187784671783, 0.1494787037372589, -0.10740528255701065, -0.03364557400345802, -0.015724560245871544, -0.43143466114997864, -0.16568081080913544]",2,2
652,3bow60,"[-0.09165089577436447, 0.36068761348724365, -0.2775729298591614, -0.04344340041279793, 0.28934264183044434, -0.15996593236923218, -0.27527132630348206, 0.2365695685148239, -0.26200222969055176, -0.4412064850330353]",2,0
653,3botcl,"[-0.04327951744198799, -0.05956743285059929, 0.00676101166754961, -0.05713234841823578, 0.20034104585647583, -0.028369780629873276, 0.09087329357862473, 0.32974088191986084, -0.41258931159973145, -0.09236409515142441]",2,0
654,3boczf,"[0.17597931623458862, 0.02017618715763092, 0.5134226083755493, -0.014737029559910297, -0.05890452861785889, -0.033019326627254486, -0.15883396565914154, -0.08074382692575455, -0.5563971400260925, -0.3016420006752014]",2,0
655,3bob3c,"[0.01634681224822998, 0.02277655340731144, 0.06704812496900558, -0.09569615125656128, 0.3476375937461853, -0.2175416201353073, -0.07930755615234375, -0.13582156598567963, -0.23967710137367249, 0.30371037125587463]",2,1
656,3bmc99,"[0.5097910165786743, 0.11909420043230057, -0.01434854231774807, -0.30035966634750366, 0.17643636465072632, -0.009169899858534336, 0.16758668422698975, 0.274799644947052, -0.5071699619293213, -0.5372721552848816]",2,2
657,3bkpdn,"[0.5631709098815918, -0.06672724336385727, 0.0693688616156578, -0.05090780928730965, 0.006354481913149357, 0.18856723606586456, 0.07910726964473724, 0.07803437113761902, -0.36237433552742004, -0.0360090509057045]",2,1
658,3bjb2a,"[-0.19966751337051392, 0.04200533404946327, 0.08165869861841202, 0.025669410824775696, -0.07556845992803574, 0.1508491039276123, -0.08354660123586655, -0.025898315012454987, -0.24526800215244293, 0.11082548648118973]",2,1
659,3bj3f2,"[-0.22317178547382355, 0.32326772809028625, 0.18349668383598328, -0.004145222250372171, 0.18416523933410645, 0.12209729850292206, 0.25452449917793274, -0.22135788202285767, -0.18968465924263, 0.08640097081661224]",2,0
660,3biuzj,"[-0.03186381608247757, -0.09773121774196625, 0.0274443868547678, 0.004746291320770979, 0.09141833335161209, -0.29237574338912964, 0.03176458552479744, -0.0819566398859024, -0.4028927683830261, 0.07622142136096954]",2,2
661,3ben6q,"[0.49125316739082336, 0.051116783171892166, -0.07171426713466644, 0.41092219948768616, 0.02188248187303543, 0.2598313093185425, 0.1473560631275177, 0.14442801475524902, -0.06863193958997726, -0.3463907539844513]",2,2
662,3behbo,"[0.07872657477855682, 0.28079840540885925, 0.2680526375770569, -0.01474358793348074, -0.07566472887992859, -0.12995631992816925, -0.007135366089642048, -0.03015601634979248, -0.2580377757549286, -0.47920334339141846]",2,2
663,3be8p3,"[-0.2740331292152405, 0.015619007870554924, -0.18015801906585693, 0.014719256199896336, 0.07696753740310669, 0.03198887035250664, 0.02483507990837097, 0.07442420721054077, -0.04922281950712204, -0.16141946613788605]",2,2
664,3be6us,"[-0.03687240928411484, 0.05203850194811821, -0.12552693486213684, -0.3012675344944, 0.06920892745256424, 0.034258078783750534, -0.017845509573817253, 0.3111444413661957, -0.1669931262731552, 0.04326675832271576]",2,0
665,3bcd20,"[0.49082162976264954, 0.0374545082449913, -0.2311064451932907, -0.08213820308446884, -0.02131464332342148, -0.17102167010307312, 0.4004509449005127, 0.23907870054244995, -0.059149108827114105, -0.07768470793962479]",0,2
666,3bbabm,"[0.10330410301685333, 0.08241456747055054, 0.18175619840621948, -0.21089890599250793, -0.08592691272497177, -0.20396463572978973, 0.07498650252819061, 0.039875417947769165, -0.11145983636379242, -0.06431170552968979]",2,2
667,3b89nu,"[0.7288864850997925, 0.02153131365776062, -0.17826558649539948, -0.012507793493568897, 0.17023739218711853, -0.008097460493445396, 0.09508170187473297, 0.39208048582077026, -0.2043476104736328, -0.26773375272750854]",2,0
668,3b793e,"[0.05177037790417671, 0.12697643041610718, -0.29029858112335205, 0.1413147747516632, -0.0906364843249321, -0.11722144484519958, -0.08299342542886734, -0.04742199555039406, -0.6800416707992554, -0.32496029138565063]",2,2
669,3b591w,"[0.06372509896755219, -0.12210756540298462, -0.1396102011203766, -0.1345856934785843, 0.11058156937360764, -0.029822392389178276, 0.058148305863142014, -0.004743307363241911, -0.013804699294269085, -0.16482612490653992]",0,1
670,3b57yh,"[-0.3372443914413452, 0.09601174294948578, -0.004155863542109728, -0.06102697178721428, 0.13401466608047485, -0.044595737010240555, -0.07338724285364151, -0.057670433074235916, -0.03972454369068146, 0.028896531090140343]",2,0
671,3b3wp0,"[-0.008362635038793087, 0.12139292806386948, -0.5773446559906006, -0.00018914173415396363, 0.10107582062482834, -0.0958847627043724, 0.035619255155324936, 0.19710031151771545, -0.12376811355352402, -0.13034965097904205]",2,2
672,3b3kr7,"[-0.32239770889282227, -0.22656168043613434, 0.0939473956823349, 0.04060919210314751, 0.12358758598566055, 0.25676900148391724, -0.009501241147518158, -0.2347552329301834, 0.19170039892196655, 0.2188083380460739]",1,0
673,3b08k5,"[-0.15809035301208496, -0.033152803778648376, -0.09289270639419556, -0.1428840607404709, 0.18455547094345093, -0.21850210428237915, 0.10486529767513275, 0.26759880781173706, -0.219716414809227, -0.014658310450613499]",2,2
674,3azacc,"[-0.3853690028190613, 0.1461281031370163, -0.08291643112897873, 0.005204629153013229, 0.06595250219106674, 0.07896365970373154, -0.11695859581232071, -0.05855593830347061, -0.06986536085605621, 0.1877722591161728]",1,2
675,3avodz,"[0.27633902430534363, -0.04605945199728012, 0.09182294458150864, 0.19121317565441132, 0.37454307079315186, -0.04708102345466614, -0.023455016314983368, 0.12035869061946869, -0.3004811406135559, -0.3197700083255768]",2,1
676,3av9fm,"[-0.17851728200912476, 0.25348368287086487, -0.5293893814086914, 0.27659380435943604, -0.09491578489542007, -0.19484901428222656, -0.11187915503978729, 0.3894471526145935, -0.6015495657920837, -0.4287915825843811]",2,0
677,3atzyu,"[-0.01165799517184496, 0.0968799814581871, -0.19663025438785553, -0.04953938350081444, -0.013966272585093975, -0.4147002398967743, 0.10151857882738113, -0.04487365856766701, -0.3400024473667145, -0.041320107877254486]",2,2
678,3asva1,"[-0.3174971342086792, 0.22548626363277435, 0.09592652320861816, -0.18450471758842468, 0.2502240240573883, -0.3958504796028137, 0.13560990989208221, 0.29162153601646423, 0.08006378263235092, -0.24604295194149017]",2,0
679,3aqdtl,"[-0.16706028580665588, -0.015487521886825562, -0.09860236942768097, 0.046047769486904144, -0.11211926490068436, -0.30425411462783813, -0.10055771470069885, -0.031620092689991, -0.34599846601486206, -0.01677807606756687]",2,2
680,3aq2hg,"[0.028019418939948082, 0.14749698340892792, -0.16992942988872528, -0.05217459797859192, -0.10374154150485992, 0.28265252709388733, 0.38468050956726074, 0.059639688581228256, -0.015087840147316456, 0.03448169678449631]",0,2
681,3anr5y,"[-0.18987098336219788, -0.04491811990737915, 0.13684478402137756, 0.052763182669878006, -0.022190460935235023, 0.016484815627336502, -0.004796250257641077, 0.09186798334121704, -0.1891528069972992, -0.23029814660549164]",2,1
682,3amw7d,"[-0.03999299928545952, -0.03423377871513367, -0.025114452466368675, -0.04760397598147392, -0.029409566894173622, -0.5714389085769653, 0.6099444031715393, 0.04138421267271042, -0.055397842079401016, 0.08244308084249496]",0,2
683,3aluqs,"[-0.1263074278831482, -0.021328050643205643, -0.37764373421669006, -0.2253311723470688, 0.017743045464158058, 0.06406796723604202, 0.1295188069343567, -0.10104240477085114, -0.10530402511358261, 0.12590289115905762]",0,2
684,3ajota,"[0.06167209893465042, 0.3877542018890381, -0.05517393350601196, -0.10036707669496536, 0.04363246262073517, 0.3071700930595398, 0.28983837366104126, -0.12329854816198349, -0.264696329832077, -0.04750397801399231]",2,2
685,3agmpl,"[0.7297723293304443, -0.1862010359764099, 0.15416507422924042, -0.08818106353282928, 0.06957706063985825, -0.01962175779044628, 0.04971582442522049, 0.5706982612609863, -0.5324261784553528, -0.23986507952213287]",2,2
686,3aghfl,"[0.07312315702438354, 0.1368640661239624, 0.053607027977705, -0.11131128668785095, 0.17953267693519592, -0.06583121418952942, -0.21184401214122772, -0.1642484962940216, -0.10557039082050323, 0.2706138789653778]",2,1
687,3agby4,"[-0.13510093092918396, -0.27588918805122375, -0.2652635872364044, 0.014143272303044796, 0.2572171092033386, -0.027881640940904617, -0.11359509080648422, -0.22164365649223328, -0.003934741020202637, 0.07187240570783615]",1,2
688,3af26z,"[0.22410733997821808, 0.2608792781829834, -0.07822246849536896, -0.07356847077608109, -0.0566088892519474, 0.13125939667224884, 0.21417182683944702, -0.31779155135154724, -0.17874042689800262, -0.2091776728630066]",2,2
689,3acym1,"[0.013342355377972126, -0.09424979239702225, -0.07392631471157074, -0.11530189216136932, -0.015198161825537682, -0.22765083611011505, -0.22125878930091858, 0.2150082141160965, -0.18430238962173462, 0.027329666540026665]",2,1
690,3abzyi,"[-0.022341806441545486, 0.1233983114361763, -0.09317846596240997, -0.12377672642469406, 0.06232120841741562, -0.20726361870765686, 0.508808434009552, -0.03180254250764847, -0.003573185997083783, 0.1445763260126114]",0,2
691,3abjeh,"[-0.09667462855577469, 0.7380629181861877, 0.0012301747919991612, -0.03843679651618004, 0.1508234441280365, -0.2906181514263153, 0.29327496886253357, 0.40383264422416687, -0.05990523844957352, -0.18284092843532562]",2,2
692,3abavm,"[0.2822509706020355, 0.30587804317474365, 0.6221461296081543, -0.11129309237003326, 0.04331536963582039, -0.08603286743164062, 0.3388576805591583, 0.013808207586407661, -0.42095887660980225, -0.3081178665161133]",2,2
693,3a9qh1,"[-0.16103242337703705, -0.033037059009075165, 0.005092616192996502, -0.010779494419693947, 0.0801156610250473, -0.00022754856036044657, 0.2558195888996124, 0.018600093200802803, -0.2509153485298157, -0.1050340086221695]",2,0
694,3a999y,"[-0.010092409327626228, 0.020213700830936432, 0.03600882738828659, -0.2080739438533783, 0.08226755261421204, -0.243336021900177, 0.020905332639813423, -0.025773819535970688, -0.004660626407712698, -0.3476037383079529]",2,2
695,3a8g2q,"[0.21579991281032562, -0.012947861105203629, -0.1737593114376068, 0.14132414758205414, -0.02731526456773281, -0.08176595717668533, 0.12677320837974548, 0.07872109115123749, -0.2876713275909424, -0.47865670919418335]",2,2
696,3a7t73,"[0.07796846330165863, -0.26819002628326416, -0.22317495942115784, 0.0049971588887274265, -0.09733667224645615, 0.15506091713905334, 0.10006731748580933, 0.05624410882592201, -0.18634319305419922, 0.047306936234235764]",0,1
697,3a7lp2,"[0.0404132716357708, 0.2267424464225769, 0.3126528561115265, 0.24274614453315735, 0.10907426476478577, 0.155586838722229, 0.462291419506073, 0.0009528571972623467, -0.17480233311653137, -0.22255772352218628]",2,2
698,3a43dz,"[0.24757805466651917, 0.039837997406721115, 0.0417412593960762, 0.052168186753988266, 0.24433155357837677, 0.1981474757194519, 0.09032819420099258, 0.04882575944066048, -0.29391464591026306, -0.12905602157115936]",2,2
699,3a38zt,"[0.3002638518810272, -0.07375571131706238, 0.041353438049554825, 0.020849091932177544, -0.06964953988790512, 0.19332076609134674, -0.23370793461799622, 0.2929317057132721, -0.16889293491840363, 0.020557032898068428]",2,2
700,3a2ywb,"[-0.022422097623348236, -0.02978980354964733, 0.10910754650831223, -0.0534895621240139, 0.019412534311413765, -0.3494611382484436, 0.6212910413742065, -0.12329394370317459, -0.11667466908693314, 0.1496846079826355]",0,2
701,3eusmr,"[-0.04159172251820564, 0.03118174336850643, -0.15331177413463593, 0.09665701538324356, 0.16185614466667175, -0.2334740310907364, 0.2203131765127182, 0.10385201871395111, -0.0019588624127209187, -0.05141738802194595]",2,0
702,3eu5bz,"[0.3253510296344757, -0.13518813252449036, -0.033072330057621, -0.07314281165599823, -0.16665129363536835, -0.39772993326187134, 0.03853829950094223, 0.1498558670282364, -0.19338366389274597, -0.3629542589187622]",0,0
703,3etfkh,"[-0.15600751340389252, -0.11766616255044937, 0.053927384316921234, 0.030743859708309174, -0.21390487253665924, 0.11628317087888718, 0.06491442024707794, 0.033377762883901596, -0.040060508996248245, 0.02088898979127407]",0,0
704,3erxy1,"[0.05342041701078415, 0.139171302318573, -0.20574656128883362, 0.05325186625123024, -0.19543570280075073, -0.5378499627113342, 0.1265769749879837, 0.15479819476604462, -0.5138463377952576, -0.08080121129751205]",2,0
705,3errk0,"[-0.35818997025489807, -0.11200840026140213, 0.15013793110847473, -0.20738022029399872, 0.012171735987067223, -0.13089485466480255, -0.07445567101240158, 0.048090413212776184, -0.0070893606171011925, 0.22155466675758362]",0,0
706,3erqg8,"[-0.4578670561313629, 0.009728388860821724, -0.16663965582847595, 0.03525891155004501, -0.012888754718005657, -0.44398820400238037, 0.12295033782720566, 0.06783372163772583, -0.18903271853923798, -0.07415422052145004]",2,0
707,3enl2b,"[0.12607194483280182, 0.03895214572548866, -0.07729676365852356, -0.09981011599302292, -0.08814210444688797, -0.1482093185186386, -0.24680942296981812, 0.3264206051826477, -0.18353073298931122, -0.1742849498987198]",2,0
708,3emqu4,"[-0.041845597326755524, -0.04803777113556862, 0.03233116492629051, 0.005783838219940662, 0.007831141352653503, -0.5331326723098755, 0.5438258051872253, 0.1750131994485855, -0.090690977871418, 0.14031700789928436]",0,1
709,3ekahq,"[-0.10831685364246368, 0.03143790736794472, -0.15139168500900269, -0.014589354395866394, -0.014146142639219761, -0.012136624194681644, 0.01908131130039692, 0.3953164517879486, -0.3049001693725586, -0.48569151759147644]",2,1
710,3ej5bj,"[-0.028358567506074905, 0.04816482588648796, -0.10544971376657486, -0.02160259708762169, 0.09701022505760193, -0.10902607440948486, 0.0693763867020607, 0.14370521903038025, -0.17775991559028625, -0.02021721750497818]",2,0
711,3eizsv,"[0.07485226541757584, -0.0504155196249485, 0.028618471696972847, -0.19151067733764648, -0.07116535305976868, -0.014437452889978886, 0.12719830870628357, -0.16471634805202484, 0.2652023136615753, -0.19551359117031097]",0,0
712,3eic9c,"[-0.0035112996120005846, -0.13346336781978607, -0.1103600263595581, -0.009865912608802319, 0.11167097836732864, -0.6302939653396606, -0.16125407814979553, 0.12953656911849976, -0.3213930130004883, -0.3123894929885864]",2,0
713,3egk9a,"[-0.05996023491024971, -0.02037820965051651, 0.17400963604450226, -0.1670435518026352, 0.01774759776890278, -0.3586987257003784, -0.02244912087917328, -0.17585745453834534, -0.5569137334823608, 0.059916820377111435]",2,0
714,3egcgf,"[-0.17110677063465118, 0.15237875282764435, -0.2081717848777771, 0.23516497015953064, 0.130568265914917, -0.011661278083920479, 0.12786534428596497, 0.33779942989349365, -0.2387651950120926, -0.17048974335193634]",2,1
715,3ecu0w,"[-0.10362712293863297, 0.001460267580114305, -0.2245291769504547, 0.027265233919024467, 0.1880776733160019, -0.22900889813899994, 0.3100373148918152, -0.14060690999031067, -0.7417129278182983, -0.020561549812555313]",2,0
716,3ea9s4,"[0.07806165516376495, -0.01916101947426796, -0.2916282117366791, 0.012536336667835712, 0.14732074737548828, 0.03527991101145744, 0.08136662095785141, 0.3160907030105591, -0.4173597991466522, -0.16568467020988464]",2,0
717,3e9sq0,"[-0.15606218576431274, 0.30171999335289, 0.04707660898566246, -0.07295513898134232, 0.05583485588431358, -0.12596486508846283, -0.23263852298259735, -0.19108709692955017, -0.17565646767616272, 0.2128319889307022]",2,1
718,3e847m,"[0.07124883681535721, -0.04004901275038719, 0.0392325296998024, -0.022737542167305946, 0.2714236080646515, -0.028317851945757866, 0.058978453278541565, 0.016876721754670143, -0.21314996480941772, -0.02356698550283909]",2,1
719,3e81r4,"[-0.5270375609397888, 0.10542898625135422, -0.2838357090950012, 0.043295715004205704, 0.26809000968933105, -0.07413146644830704, 0.06539410352706909, 0.6351558566093445, -0.2295560985803604, -0.06823457032442093]",2,0
720,3e8053,"[-0.11122837662696838, 0.3632175624370575, -0.21971997618675232, -0.05685882642865181, 0.2758955955505371, -0.402077853679657, 0.12596389651298523, 0.06566564738750458, -0.08487090468406677, -0.01464441791176796]",2,0
721,3e7e3d,"[0.15796831250190735, 0.19523286819458008, 0.073427215218544, -0.0563163198530674, -0.5218085050582886, -0.08089444041252136, -0.03017457388341427, 0.11638741940259933, -0.2390076220035553, -0.3528766632080078]",2,0
722,3e5cly,"[0.5279041528701782, 0.03203229978680611, -0.13296811282634735, -0.004533183295279741, -0.37892115116119385, -0.45779862999916077, 0.017295829951763153, 0.0714602991938591, -0.2752968668937683, -0.40473344922065735]",0,0
723,3e5c09,"[-0.5310314893722534, -0.17353764176368713, -0.03917524218559265, -0.08172393590211868, 0.06492242962121964, -0.22541962563991547, 0.1829374134540558, 0.34614303708076477, -0.06660512089729309, -0.3824421465396881]",2,0
724,3e5aaf,"[0.11942490190267563, 0.23271596431732178, 0.0012343695852905512, 0.2739672362804413, 0.27094295620918274, 0.14675673842430115, -0.11568992584943771, 0.08259893953800201, -0.3359527587890625, 0.04852799326181412]",2,0
725,3e4jho,"[0.058741092681884766, -0.03238898888230324, -0.4350959360599518, -0.2564874291419983, -0.0348551943898201, -0.08770029246807098, 0.5210373401641846, 0.06612475961446762, -0.23326148092746735, -0.45111972093582153]",0,0
726,3e4brh,"[0.23716503381729126, -0.024530664086341858, -0.2511856257915497, 0.010942446999251842, 0.07628801465034485, -0.4300498366355896, 0.2975160479545593, 0.17255020141601562, -0.4169955253601074, -0.20204831659793854]",2,0
727,3e427l,"[-0.4188326299190521, 0.1838495135307312, -0.12347769737243652, 0.06553231179714203, -0.00233181519433856, -0.03567088022828102, 0.11877621710300446, -0.020976359024643898, -0.26496621966362, -0.3168547749519348]",2,0
728,3e3zmg,"[-0.2769676744937897, 0.1546579748392105, 0.019813809543848038, 0.3078906238079071, 0.1416580229997635, -0.028661707416176796, 0.05573234707117081, 0.0038156856317073107, -0.23102085292339325, -0.12207257002592087]",2,0
729,3e08km,"[-0.09898285567760468, 0.05537465214729309, -0.026831919327378273, -0.07748784124851227, -0.04640345647931099, 0.018879011273384094, -0.13098138570785522, 0.19663061201572418, -0.009425953961908817, -0.06073521450161934]",2,1
730,3e01mt,"[0.03561459109187126, 0.25602391362190247, -0.03227848932147026, -0.015842635184526443, -0.20901869237422943, -0.049102574586868286, 0.347534716129303, 0.09203721582889557, -0.15387605130672455, -0.4480060935020447]",2,0
731,3dzw4q,"[-0.1034381315112114, 0.2941145896911621, -0.26958268880844116, -0.07328137755393982, 0.03015979379415512, -0.15611141920089722, 0.07138488441705704, 0.33674684166908264, -0.2046436220407486, -0.5101217031478882]",2,0
732,3dyjnp,"[-0.13321594893932343, 0.14882196485996246, 0.018289024010300636, 0.0006263601244427264, -0.07440687716007233, -0.022580984979867935, 0.13615351915359497, -0.18605007231235504, -0.025763144716620445, -0.3416994512081146]",2,0
733,3dy3jt,"[-0.5432557463645935, -0.16739030182361603, -0.13675756752490997, 0.16252018511295319, -0.053215332329273224, -0.17235182225704193, -0.031860869377851486, 0.14185583591461182, -0.44175446033477783, -0.0891265943646431]",2,1
734,3dv4t3,"[-0.08200570195913315, -0.21873755753040314, 0.20585525035858154, -0.06491371244192123, -0.2719428241252899, -0.35531941056251526, 0.38467952609062195, -0.06293391436338425, -0.4784920811653137, -0.09518198668956757]",0,0
735,3ds2ig,"[0.21687135100364685, -0.007168753072619438, -0.0009427557815797627, -0.01919068582355976, -0.019802113994956017, -0.39244237542152405, 0.09906759113073349, 0.30530741810798645, -0.49108627438545227, 0.12700310349464417]",2,0
736,3do3xr,"[-0.10721021145582199, 0.05887751653790474, -0.2375560998916626, -0.1013537123799324, -0.09270143508911133, -0.10765260457992554, 0.0917208343744278, -0.1943342536687851, -0.4951625466346741, 0.1356247067451477]",2,1
737,3dmd7m,"[0.030538208782672882, -0.034803081303834915, 0.0938560739159584, 0.1333334594964981, 0.02889697253704071, 0.017697773873806, -0.11031754314899445, 0.14160563051700592, -0.1914517879486084, 0.17766985297203064]",2,1
738,3dijsj,"[-0.008715176954865456, -0.025364702567458153, -0.06433230638504028, 0.12067530304193497, 0.20246493816375732, -0.058845154941082, -0.0008228949154727161, 0.2982431948184967, -0.48881995677948, -0.03934419900178909]",2,1
739,3dgx7q,"[0.4734475612640381, -0.18478555977344513, 0.03130348399281502, -0.09794931858778, -0.0885566845536232, 0.05132635310292244, 0.19170166552066803, -0.12547992169857025, -0.03599340841174126, -0.4853021204471588]",0,0
740,3dgpk0,"[-0.27930915355682373, -0.17228062450885773, 0.0051054214127361774, 0.4380512833595276, 0.36435022950172424, -0.062431640923023224, -0.004182300064712763, 0.18149977922439575, -0.35937413573265076, -0.012943974696099758]",2,1
741,3dgdm6,"[0.5732311606407166, 0.07537634670734406, -0.29611936211586, 0.023739801719784737, -0.28008729219436646, 0.02391686476767063, 0.16781766712665558, 0.11973068118095398, -0.7412040829658508, -0.30839598178863525]",2,0
742,3dfi57,"[0.01062696985900402, -0.04280047491192818, -0.046751804649829865, -0.06120213866233826, 0.039540499448776245, -0.07200967520475388, -0.00505523756146431, -0.0436609648168087, -0.31914833188056946, -0.22446109354496002]",2,0
743,3df8tg,"[0.3068018853664398, -0.04098503291606903, 0.18502195179462433, 0.006648731883615255, 0.1051187664270401, 0.0038173520006239414, -0.10194558650255203, 0.019631830975413322, -0.023822849616408348, -0.23873616755008698]",2,1
744,3df3ux,"[-0.1906163990497589, 0.006978549994528294, -0.21001283824443817, -0.16049426794052124, 0.11128077656030655, 0.09258497506380081, 0.20988841354846954, -0.15365858376026154, -0.15557904541492462, 0.48597127199172974]",0,0
745,3dercb,"[-0.32386747002601624, -0.12511292099952698, 0.02207626961171627, 0.09212680906057358, 0.3360160291194916, -0.17109563946723938, -0.08303564041852951, 0.17238086462020874, -0.15110528469085693, 0.011920984834432602]",2,0
746,3de1qr,"[-0.04844329506158829, -0.15099145472049713, 0.039135079830884933, -0.009995264001190662, -0.31039899587631226, 0.04126710817217827, -0.06268376111984253, -0.035475339740514755, -0.23363067209720612, 0.08552222698926926]",0,1
747,3dblwc,"[-0.32612621784210205, 0.17798477411270142, -0.6685976386070251, 0.012397294864058495, 0.15132556855678558, -0.11023836582899094, 0.029859066009521484, 0.014078110456466675, -0.1640315055847168, -0.13535654544830322]",2,1
748,3da40d,"[0.4813026785850525, -0.2979792058467865, 0.20045074820518494, -0.26563137769699097, 0.2981852889060974, -0.39110052585601807, -0.21723540127277374, -0.03439003974199295, -0.17292481660842896, -0.3255247175693512]",2,0
749,3d883j,"[-0.5799353122711182, 0.03365909308195114, -0.45376694202423096, 0.006072077434509993, 0.2041153609752655, -0.0455501452088356, 0.01319231279194355, 0.30443304777145386, -0.6199069619178772, -0.5754408836364746]",2,0
750,3d6ueq,"[-0.24864844977855682, 0.026947546750307083, -0.14521539211273193, -0.029923949390649796, 0.5288788676261902, -0.17666076123714447, 0.08413875848054886, 0.21578361093997955, -0.3905927538871765, 0.2857467532157898]",2,1
751,3d6s0l,"[0.5488306879997253, -0.013066870160400867, 0.3407653570175171, 0.0028476440347731113, -0.22252708673477173, -0.17373763024806976, -0.003949817270040512, -0.014027451165020466, -0.6801528930664062, -0.11846499145030975]",2,0
752,3d6d89,"[0.520193338394165, 0.04017449915409088, -0.22916007041931152, -0.008110979571938515, 0.13316048681735992, -0.16413290798664093, 0.15907229483127594, 0.14505448937416077, -0.6674439311027527, -0.18900857865810394]",2,0
753,3d69wl,"[0.36885514855384827, -0.062322720885276794, -0.41125163435935974, -0.029253052547574043, 0.48606592416763306, 0.10280605405569077, 0.2647819519042969, 0.27615174651145935, -0.4645826816558838, -0.39662593603134155]",2,0
754,3d6510,"[-0.1884632706642151, 0.1070333868265152, -0.08387474715709686, -0.07744769006967545, -0.005643020384013653, 0.27508366107940674, 0.01967017352581024, -0.16217195987701416, -0.21087831258773804, 0.5942572355270386]",1,0
755,3d568b,"[-0.43136078119277954, -0.21704714000225067, -0.04663596302270889, -0.0024224556982517242, 0.30673089623451233, -0.036045633256435394, 0.27429208159446716, -0.007231411058455706, -0.24923039972782135, 0.0664534643292427]",2,0
756,3d42h0,"[0.2071889340877533, -0.21761980652809143, 0.3631688952445984, 0.014823650009930134, -0.07638481259346008, -0.5518139600753784, 0.22022800147533417, 0.09210171550512314, -0.3118022382259369, -0.19360019266605377]",0,1
757,3d2yay,"[0.1773270219564438, 0.07265696674585342, -0.028757529333233833, -0.04875029996037483, 0.06114877760410309, -0.412885457277298, 0.2901724576950073, 0.06908970326185226, 0.21848183870315552, -0.01355128176510334]",0,1
758,3d1w5x,"[-0.21014219522476196, -0.15272162854671478, -0.015317662619054317, -0.04713227227330208, 0.33521902561187744, -0.06523822247982025, -0.034304387867450714, -0.3450227677822113, -0.6216461062431335, 0.21122239530086517]",2,0
759,3d14j2,"[-0.36128556728363037, -0.1947845220565796, -0.221366748213768, 0.01335875689983368, 0.14947038888931274, -0.06400094926357269, -0.2677987217903137, 0.17033477127552032, -0.1342758685350418, -0.17894691228866577]",2,0
760,3d0qis,"[0.07872657477855682, 0.28079840540885925, 0.2680526375770569, -0.01474358793348074, -0.07566472887992859, -0.12995631992816925, -0.007135366089642048, -0.03015601634979248, -0.2580377757549286, -0.47920334339141846]",2,0
761,3cypt5,"[-0.10512808710336685, -0.050648365169763565, -0.16649027168750763, -0.035923879593610764, 0.18137985467910767, -0.10661416500806808, 0.03417991101741791, 0.3033699095249176, -0.21714699268341064, -0.14698989689350128]",2,1
